Date,Germany
2020-08-07,9195
2020-08-08,9201
2020-08-09,9202
2020-08-10,9203
2020-08-11,9208
2020-08-12,9213
2020-08-13,9217
2020-08-14,9230
2020-08-15,9235
2020-08-16,9235
2020-08-17,9236
2020-08-18,9241
2020-08-19,9249
2020-08-20,9263
2020-08-21,9266
2020-08-22,9272
2020-08-23,9275
2020-08-24,9276
2020-08-25,9281
2020-08-26,9285
2020-08-27,9290
2020-08-28,9290
2020-08-29,9299
2020-08-30,9300
2020-08-31,9303
2020-09-01,9307
2020-09-02,9322
2020-09-03,9322
2020-09-04,9327
2020-09-05,9329
2020-09-06,9330
2020-09-07,9331
2020-09-08,9336
2020-09-09,9342
2020-09-10,9345
2020-09-11,9348
2020-09-12,9352
2020-09-13,9354
2020-09-14,9356
2020-09-15,9367
2020-09-16,9373
2020-09-17,9376
2020-09-18,9386
2020-09-19,9388
2020-09-20,9390
2020-09-21,9390
2020-09-22,9405
2020-09-23,9423
2020-09-24,9436
2020-09-25,9451
2020-09-26,9459
2020-09-27,9464
2020-09-28,9468
2020-09-29,9483
2020-09-30,9495
2020-10-01,9509
2020-10-02,9518
2020-10-03,9531
2020-10-04,9533
2020-10-05,9554
2020-10-06,9566
2020-10-07,9582
2020-10-08,9594
2020-10-09,9599
2020-10-10,9620
2020-10-11,9626
2020-10-12,9640
2020-10-13,9682
2020-10-14,9716
2020-10-15,9739
2020-10-16,9773
2020-10-17,9785
2020-10-18,9798
2020-10-19,9842
2020-10-20,9882
2020-10-21,9911
2020-10-22,9960
2020-10-23,9978
2020-10-24,10035
2020-10-25,10062
2020-10-26,10091
2020-10-27,10121
2020-10-28,10218
2020-10-29,10305
2020-10-30,10391
2020-10-31,10483
2020-11-01,10513
2020-11-02,10669
2020-11-03,10717
2020-11-04,10949
2020-11-05,11110
2020-11-06,11240
2020-11-07,11306
2020-11-08,11372
2020-11-09,11408
2020-11-10,11781
2020-11-11,11994
2020-11-12,12216
2020-11-13,12404
2020-11-14,12511
2020-11-15,12573
2020-11-16,12833
2020-11-17,13138
2020-11-18,13390
2020-11-19,13662
2020-11-20,13918
2020-11-21,14061
2020-11-22,14159
2020-11-23,14460
2020-11-24,14832
2020-11-25,15210
2020-11-26,15640
2020-11-27,16011
2020-11-28,16181
2020-11-29,16306
2020-11-30,16694
2020-12-01,17177
2020-12-02,17659
2020-12-03,18097
2020-12-04,18577
2020-12-05,18839
2020-12-06,18989
2020-12-07,19434
2020-12-08,20002
2020-12-09,20460
2020-12-10,21064
2020-12-11,21567
2020-12-12,21900
2020-12-13,22106
2020-12-14,22634
2020-12-15,23544
2020-12-16,24273
2020-12-17,25027
2020-12-18,25754
2020-12-19,26171
2020-12-20,26400
2020-12-21,27110
2020-12-22,28096
2020-12-23,28909
2020-12-24,29330
2020-12-25,29580
2020-12-26,29946
2020-12-27,30297
2020-12-28,31145
2020-12-29,32263
2020-12-30,33281
2020-12-31,33791
2021-01-01,34150
2021-01-02,34480
2021-01-03,34791
2021-01-04,35748
2021-01-05,36757
2021-01-06,37835
2021-01-07,38987
2021-01-08,40022
2021-01-09,40597
2021-01-10,40936
2021-01-11,41799
2021-01-12,42889
2021-01-13,44096
2021-01-14,45207
2021-01-15,45705
2021-01-16,46464
2021-01-17,46901
2021-01-18,47263
2021-01-19,48997
2021-01-20,50010
2021-01-21,50876
2021-01-22,51713
2021-01-23,51873
2021-01-24,52296
2021-01-25,53127
2021-01-26,53619
2021-01-27,54498
2021-01-28,55883
2021-01-29,56286
2021-01-30,57105
2021-01-31,57163
2021-02-01,58059
2021-02-02,58992
2021-02-03,59776
2021-02-04,60634
2021-02-05,61324
2021-02-06,61551
2021-02-07,61708
2021-02-08,62191
2021-02-09,63006
2021-02-10,63672
2021-02-11,64224
2021-02-12,64771
2021-02-13,64990
2021-02-14,65107
2021-02-15,65288
2021-02-16,65829
2021-02-17,66732
2021-02-18,67245
2021-02-19,67741
2021-02-20,67883
2021-02-21,67946
2021-02-22,68363
2021-02-23,68785
2021-02-24,69170
2021-02-25,69343
2021-02-26,69939
2021-02-27,70092
2021-02-28,70152
2021-03-01,70514
2021-03-02,70926
2021-03-03,71285
2021-03-04,71554
2021-03-05,71852
2021-03-06,71951
2021-03-07,71984
2021-03-08,72236
2021-03-09,72534
2021-03-10,72858
2021-03-11,73120
2021-03-12,73348
2021-03-13,73369
2021-03-14,73463
2021-03-15,73701
2021-03-16,73953
2021-03-17,74177
2021-03-18,74402
2021-03-19,74609
2021-03-20,74707
2021-03-21,74756
2021-03-22,75009
2021-03-23,75255
2021-03-24,75484
2021-03-25,75669
2021-03-26,75828
2021-03-27,75915
2021-03-28,75959
2021-03-29,76139
2021-03-30,76389
2021-03-31,76589
2021-04-01,76823
2021-04-02,76940
2021-04-03,77010
2021-04-04,77060
2021-04-05,77136
2021-04-06,77245
2021-04-07,77755
2021-04-08,78049
2021-04-09,78295
2021-04-10,78402
2021-04-11,78500
2021-04-12,78796
2021-04-13,79137
2021-04-14,79427
2021-04-15,79672
2021-04-16,79894
2021-04-17,79971
2021-04-18,80052
2021-04-19,80353
2021-04-20,80680
2021-04-21,80938
2021-04-22,81203
2021-04-23,81492
2021-04-24,81610
2021-04-25,81671
2021-04-26,82009
2021-04-27,82325
2021-04-28,82588
2021-04-29,82865
2021-04-30,83097
2021-05-01,83207
2021-05-02,83292
2021-05-03,83605
2021-05-04,83890
2021-05-05,84141
2021-05-06,84425
2021-05-07,84659
2021-05-08,84789
2021-05-09,84844
2021-05-10,85118
2021-05-11,85385
2021-05-12,85451
2021-05-13,85853
2021-05-14,86030
2021-05-15,86100
2021-05-16,86166
2021-05-17,86386
2021-05-18,86671
2021-05-19,86908
2021-05-20,87135
2021-05-21,87303
2021-05-22,87385
2021-05-23,87429
2021-05-24,87461
2021-05-25,87733
2021-05-26,88000
2021-05-27,88192
2021-05-28,88360
2021-05-29,88413
2021-05-30,88431
2021-05-31,88601
2021-06-01,88781
2021-06-02,88945
2021-06-03,89031
2021-06-04,89152
2021-06-05,89228
2021-06-06,89249
2021-06-07,89390
2021-06-08,89497
2021-06-09,89592
2021-06-10,89693
2021-06-11,89821
2021-06-12,89841
2021-06-13,89849
2021-06-14,89944
2021-06-15,90079
2021-06-16,90185
2021-06-17,90277
2021-06-18,90374
2021-06-19,90390
2021-06-20,90400
2021-06-21,90477
2021-06-22,90553
2021-06-23,90620
2021-06-24,90685
2021-06-25,90752
2021-06-26,90761
2021-06-27,90768
2021-06-28,90826
2021-06-29,90883
2021-06-30,90945
2021-07-01,91014
2021-07-02,91032
2021-07-03,91040
2021-07-04,91039
2021-07-05,91068
2021-07-06,91118
2021-07-07,91148
2021-07-08,91197
2021-07-09,91232
2021-07-10,91239
2021-07-11,91241
2021-07-12,91268
2021-07-13,91295
2021-07-14,91326
2021-07-15,91346
2021-07-16,91367
2021-07-17,91369
2021-07-18,91370
2021-07-19,91404
2021-07-20,91423
2021-07-21,91466
2021-07-22,91505
2021-07-23,91514
2021-07-24,91531
2021-07-25,91534
2021-07-26,91573
2021-07-27,91592
2021-07-28,91709
2021-07-29,91622
2021-07-30,91663
2021-07-31,91666
2021-08-01,91666
2021-08-02,91685
2021-08-03,91710
2021-08-04,91736
2021-08-05,91761
2021-08-06,91785
2021-08-07,91789
2021-08-08,91791
2021-08-09,91810
2021-08-10,91824
2021-08-11,91841
2021-08-12,91860
2021-08-13,91871
2021-08-14,91874
2021-08-15,91878
2021-08-16,91905
2021-08-17,91927
2021-08-18,91949
2021-08-19,91963
2021-08-20,91980
2021-08-21,91983
2021-08-22,91987
2021-08-23,92028
2021-08-24,92067
2021-08-25,92090
2021-08-26,92108
2021-08-27,92125
2021-08-28,92136
2021-08-29,92146
2021-08-30,92208
2021-08-31,92229
2021-09-01,92262
2021-09-02,92307
2021-09-03,92331
2021-09-04,92351
2021-09-05,92360
2021-09-06,92419
2021-09-07,92463
2021-09-08,92463
2021-09-09,92559
2021-09-10,92604
2021-09-11,92612
2021-09-12,92625
2021-09-13,92694
2021-09-14,92776
2021-09-15,92843
2021-09-16,92906
2021-09-17,92928
2021-09-18,92964
2021-09-19,92977
2021-09-20,93058
2021-09-21,93129
2021-09-22,93243
2021-09-23,93310
2021-09-24,93370
2021-09-25,93398
2021-09-26,93409
2021-09-27,93509
2021-09-28,93576
2021-09-29,93643
2021-09-30,93715
2021-10-01,93781
2021-10-02,93791
2021-10-03,93798
2021-10-04,93887
2021-10-05,93963
2021-10-06,94031
2021-10-07,94117
2021-10-08,94182
2021-10-09,94206
2021-10-10,94213
2021-10-11,94308
2021-10-12,94393
2021-10-13,94407
2021-10-14,94530
2021-10-15,94605
2021-10-16,94622
2021-10-17,94632
2021-10-18,94720
2021-10-19,94812
2021-10-20,94886
2021-10-21,94995
2021-10-22,95081
2021-10-23,95104
2021-10-24,95121
2021-10-25,95148
2021-10-26,95365
2021-10-27,95489
2021-10-28,95522
2021-10-29,95701
2021-10-30,95734
2021-10-31,95735
2021-11-01,95838
2021-11-02,96031
2021-11-03,96196
2021-11-04,96351
2021-11-05,96492
2021-11-06,96529
2021-11-07,96563
2021-11-08,96731
2021-11-09,96968
2021-11-10,97203
2021-11-11,97394
2021-11-12,97623
2021-11-13,97677
2021-11-14,97720
2021-11-15,97986
2021-11-16,98278
2021-11-17,98544
2021-11-18,98751
2021-11-19,98993
2021-11-20,99067
2021-11-21,99130
2021-11-22,99437
2021-11-23,99773
2021-11-24,100123
2021-11-25,100480
2021-11-26,100783
2021-11-27,100887
2021-11-28,100960
2021-11-29,101350
2021-11-30,101794
2021-12-01,102183
2021-12-02,102573
2021-12-03,102951
2021-12-04,103043
2021-12-05,103124
2021-12-06,103240
2021-12-07,104051
2021-12-08,104201
2021-12-09,105000
2021-12-10,105510
2021-12-11,105642
2021-12-12,105758
2021-12-13,106231
2021-12-14,106685
2021-12-15,107207
2021-12-16,107655
2021-12-17,107812
2021-12-18,108238
2021-12-19,108356
2021-12-20,108818
2021-12-21,109328
2021-12-22,109753
2021-12-23,110124
2021-12-24,110279
2021-12-25,110367
2021-12-26,110436
2021-12-27,110810
2021-12-28,110994
2021-12-29,111607
2021-12-30,111929
2021-12-31,112111
2022-01-01,112157
2022-01-02,112161
2022-01-03,112584
2022-01-04,112929
2022-01-05,113373
2022-01-06,113636
2022-01-07,113905
2022-01-08,113982
2022-01-09,114033
2022-01-10,114127
2022-01-11,114739
2022-01-12,115056
2022-01-13,115343
2022-01-14,115576
2022-01-15,115627
2022-01-16,115654
2022-01-17,115846
2022-01-18,116085
2022-01-19,116321
2022-01-20,116490
2022-01-21,116668
2022-01-22,116722
2022-01-23,116751
2022-01-24,116967
2022-01-25,117131
2022-01-26,117318
2022-01-27,117488
2022-01-28,117670
2022-01-29,117730
2022-01-30,117790
2022-01-31,117979
2022-02-01,118175
2022-02-02,118339
2022-02-03,118508
2022-02-04,118681
2022-02-05,118722
2022-02-06,118771
2022-02-07,118792
2022-02-08,119219
2022-02-09,119457
2022-02-10,119685
2022-02-11,119881
2022-02-12,119939
2022-02-13,119981
2022-02-14,120227
2022-02-15,120277
2022-02-16,120732
2022-02-17,120997
2022-02-18,121207
2022-02-19,121280
2022-02-20,121302
2022-02-21,121607
2022-02-22,121908
2022-02-23,122160
2022-02-24,122381
2022-02-25,122634
2022-02-26,122692
2022-02-27,122713
2022-02-28,122949
2022-03-01,123024
2022-03-02,123311
2022-03-03,123801
2022-03-04,124055
2022-03-05,124107
2022-03-06,124131
2022-03-07,124454
2022-03-08,124769
2022-03-09,125028
2022-03-10,125276
2022-03-11,125528
2022-03-12,125577
2022-03-13,125596
